antecedent,consequent,support,confidence
"Venue_Rating_2([0, 1]) AND Participant_Rating_1([0, 1]) AND Objectives_Met_1([0, 1]) AND Venue_Rating_3([0, 1]) AND Participant_Rating_2(1) AND Objectives_Met_2([0, 1]) AND Objectives_Met_3(1) AND Venue_Rating_1([0, 1])","Facilitator_Rating_3([0, 1]) AND Speaker_Rating_2([0, 1]) AND Facilitator_Rating_2(1) AND Participant_Rating_3([0, 1]) AND Overall_Rating_1(0) AND Overall_Rating_3([0, 1])",0.008695652173913044,0.16666666666666666
"Venue_Rating_2(1) AND Objectives_Met_1([0, 1]) AND Schedule_Rating_3([0, 1]) AND Overall_Rating_3([0, 1]) AND Objectives_Met_2(1) AND Overall_Rating_1([0, 1])","Schedule_Rating_2([0, 1]) AND Overall_Rating_2(1)",0.008695652173913044,0.16666666666666666
"Venue_Rating_3([0, 1])","Schedule_Rating_2([0, 1]) AND Overall_Rating_3([0, 1]) AND Objectives_Met_1([0, 1]) AND Overall_Rating_1([0, 1]) AND Facilitator_Rating_3(1) AND Overall_Rating_2(1)",0.08695652173913043,0.08695652173913043
"Overall_Rating_1([0, 1])","Speaker_Rating_2(1) AND Objectives_Met_3([0, 1]) AND Participant_Rating_1([0, 1]) AND Speaker_Rating_3([0, 1]) AND Schedule_Rating_3([0, 1]) AND Allowance_Rating_2(0) AND Overall_Rating_3([0, 1]) AND Participant_Rating_2([0, 1]) AND Facilitator_Rating_2([0, 1])",0.08695652173913043,0.08695652173913043
"Venue_Rating_3([0, 1])","Objectives_Met_1([0, 1]) AND Speaker_Rating_3([0, 1]) AND Overall_Rating_1([0, 1]) AND Overall_Rating_3([0, 1]) AND Allowance_Rating_2(0) AND Overall_Rating_2(1) AND Participant_Rating_2([0, 1]) AND Venue_Rating_1(0)",0.08695652173913043,0.08695652173913043
"Overall_Rating_3([0, 1]) AND Objectives_Met_1([0, 1]) AND Overall_Rating_1([0, 1]) AND Venue_Rating_3([0, 1])","Allowance_Rating_2(1) AND Speaker_Rating_2([0, 1]) AND Overall_Rating_2(0)",0.08695652173913043,0.08695652173913043
"Objectives_Met_2([0, 1]) AND Objectives_Met_3([0, 1]) AND Schedule_Rating_2(1)","Venue_Rating_2(1) AND Speaker_Rating_2([0, 1]) AND Overall_Rating_3([0, 1]) AND Overall_Rating_1([0, 1]) AND Schedule_Rating_3([0, 1]) AND Facilitator_Rating_3(1)",0.043478260869565216,0.1282051282051282
"Allowance_Rating_3([0, 1]) AND Venue_Rating_2([0, 1]) AND Venue_Rating_3(1)","Overall_Rating_2(1) AND Allowance_Rating_2([0, 1])",0.0782608695652174,0.09090909090909091
"Objectives_Met_1([0, 1]) AND Venue_Rating_3(1) AND Overall_Rating_3([0, 1]) AND Venue_Rating_2([0, 1]) AND Venue_Rating_1([0, 1])",Overall_Rating_2(1),0.0782608695652174,0.09090909090909091
"Objectives_Met_1([0, 1]) AND Venue_Rating_3(1) AND Overall_Rating_3([0, 1]) AND Overall_Rating_1([0, 1]) AND Schedule_Rating_2([0, 1])","Objectives_Met_2([0, 1]) AND Overall_Rating_2(1) AND Participant_Rating_2([0, 1])",0.0782608695652174,0.09090909090909091
"Venue_Rating_3(1) AND Objectives_Met_1([0, 1]) AND Overall_Rating_3([0, 1]) AND Venue_Rating_1([0, 1]) AND Facilitator_Rating_2([0, 1]) AND Schedule_Rating_3([0, 1]) AND Facilitator_Rating_3([0, 1])","Speaker_Rating_3([0, 1]) AND Overall_Rating_2([0, 1]) AND Allowance_Rating_2(1) AND Participant_Rating_3(1)",0.0782608695652174,0.09090909090909091
Venue_Rating_3(1),"Facilitator_Rating_2([0, 1]) AND Objectives_Met_1([0, 1]) AND Allowance_Rating_2([0, 1]) AND Overall_Rating_2(1) AND Speaker_Rating_3([0, 1])",0.0782608695652174,0.09090909090909091
"Venue_Rating_3(1) AND Objectives_Met_1([0, 1])","Objectives_Met_2([0, 1]) AND Overall_Rating_2(1)",0.0782608695652174,0.09090909090909091
"Venue_Rating_3(1) AND Objectives_Met_1([0, 1]) AND Venue_Rating_1([0, 1]) AND Schedule_Rating_2([0, 1])",Overall_Rating_2(1),0.0782608695652174,0.09090909090909091
"Allowance_Rating_3(1) AND Venue_Rating_2([0, 1]) AND Participant_Rating_1(0) AND Objectives_Met_2([0, 1]) AND Overall_Rating_2([0, 1])","Objectives_Met_1(1) AND Schedule_Rating_2([0, 1])",0.0782608695652174,0.0891089108910891
"Participant_Rating_2([0, 1]) AND Objectives_Met_3(1)","Overall_Rating_3([0, 1]) AND Speaker_Rating_3([0, 1]) AND Overall_Rating_2(1) AND Objectives_Met_1([0, 1]) AND Overall_Rating_1([0, 1]) AND Objectives_Met_2(0)",0.06956521739130435,0.0975609756097561
"Venue_Rating_3(1) AND Schedule_Rating_3(0) AND Objectives_Met_1([0, 1]) AND Schedule_Rating_2([0, 1]) AND Overall_Rating_2([0, 1]) AND Participant_Rating_2([0, 1])",Objectives_Met_2(1) AND Overall_Rating_3(1),0.034782608695652174,0.12903225806451613
"Schedule_Rating_3(1) AND Facilitator_Rating_2([0, 1]) AND Participant_Rating_3(1)","Participant_Rating_2([0, 1]) AND Objectives_Met_3([0, 1]) AND Objectives_Met_2([0, 1]) AND Venue_Rating_3(0) AND Participant_Rating_1(0)",0.06086956521739131,0.10294117647058823
"Venue_Rating_3(1) AND Speaker_Rating_3(1) AND Objectives_Met_1([0, 1]) AND Venue_Rating_1([0, 1]) AND Facilitator_Rating_3([0, 1])","Participant_Rating_1([0, 1]) AND Participant_Rating_2([0, 1]) AND Allowance_Rating_2(1) AND Participant_Rating_3(1)",0.06956521739130435,0.09090909090909091
"Objectives_Met_1([0, 1]) AND Venue_Rating_2(1) AND Venue_Rating_3([0, 1]) AND Allowance_Rating_3([0, 1]) AND Participant_Rating_3([0, 1]) AND Overall_Rating_1([0, 1])","Schedule_Rating_2([0, 1]) AND Overall_Rating_2(1)",0.017391304347826087,0.14285714285714285
"Venue_Rating_3([0, 1]) AND Objectives_Met_1([0, 1]) AND Venue_Rating_2(1)",Overall_Rating_2(1),0.017391304347826087,0.14285714285714285
"Venue_Rating_3(1) AND Allowance_Rating_3(1) AND Participant_Rating_1([0, 1]) AND Venue_Rating_1([0, 1])","Objectives_Met_2(0) AND Schedule_Rating_3([0, 1]) AND Overall_Rating_2([0, 1]) AND Participant_Rating_2([0, 1]) AND Objectives_Met_1(1)",0.06956521739130435,0.0898876404494382
Objectives_Met_2(0),"Overall_Rating_2([0, 1]) AND Venue_Rating_3([0, 1]) AND Venue_Rating_2(1) AND Schedule_Rating_2([0, 1])",0.06956521739130435,0.08791208791208792
"Participant_Rating_3([0, 1])","Allowance_Rating_2(1) AND Overall_Rating_1(0) AND Objectives_Met_1([0, 1]) AND Participant_Rating_2([0, 1]) AND Speaker_Rating_3([0, 1]) AND Overall_Rating_2([0, 1])",0.0782608695652174,0.0782608695652174
"Venue_Rating_2([0, 1]) AND Overall_Rating_2([0, 1]) AND Participant_Rating_2([0, 1])","Participant_Rating_1([0, 1]) AND Objectives_Met_1(1) AND Schedule_Rating_2([0, 1]) AND Allowance_Rating_3(1) AND Participant_Rating_3([0, 1])",0.0782608695652174,0.0782608695652174
"Objectives_Met_1([0, 1]) AND Speaker_Rating_3([0, 1]) AND Overall_Rating_3([0, 1])","Allowance_Rating_2(1) AND Speaker_Rating_2([0, 1]) AND Schedule_Rating_3([0, 1]) AND Venue_Rating_1([0, 1]) AND Venue_Rating_3(1) AND Participant_Rating_2(0)",0.0782608695652174,0.0782608695652174
"Participant_Rating_1([0, 1]) AND Venue_Rating_3([0, 1]) AND Objectives_Met_1([0, 1]) AND Allowance_Rating_3([0, 1]) AND Speaker_Rating_3([0, 1])","Participant_Rating_2([0, 1]) AND Venue_Rating_1([0, 1]) AND Allowance_Rating_2(1) AND Overall_Rating_1(0)",0.0782608695652174,0.0782608695652174
"Allowance_Rating_3([0, 1]) AND Venue_Rating_3([0, 1]) AND Participant_Rating_1([0, 1]) AND Objectives_Met_3([0, 1])","Speaker_Rating_3([0, 1]) AND Participant_Rating_2([0, 1]) AND Overall_Rating_1(0) AND Allowance_Rating_2(1)",0.0782608695652174,0.0782608695652174
"Speaker_Rating_3([0, 1]) AND Objectives_Met_3([0, 1])","Participant_Rating_2([0, 1]) AND Overall_Rating_1([0, 1]) AND Allowance_Rating_2([0, 1]) AND Facilitator_Rating_2([0, 1]) AND Schedule_Rating_3(0) AND Participant_Rating_1(0) AND Objectives_Met_2(1) AND Speaker_Rating_2([0, 1])",0.0782608695652174,0.0782608695652174
"Venue_Rating_3([0, 1])","Schedule_Rating_3(0) AND Venue_Rating_1(0) AND Schedule_Rating_2(1) AND Objectives_Met_2(1) AND Participant_Rating_2([0, 1]) AND Participant_Rating_1([0, 1])",0.0782608695652174,0.0782608695652174
"Overall_Rating_2(0) AND Objectives_Met_3([0, 1]) AND Objectives_Met_1(0)","Overall_Rating_1([0, 1]) AND Participant_Rating_3(1) AND Speaker_Rating_3([0, 1]) AND Overall_Rating_3([0, 1]) AND Allowance_Rating_2(1) AND Speaker_Rating_2([0, 1]) AND Participant_Rating_2([0, 1]) AND Venue_Rating_3(1)",0.06956521739130435,0.0851063829787234
"Objectives_Met_1(1) AND Facilitator_Rating_2([0, 1]) AND Participant_Rating_1([0, 1]) AND Facilitator_Rating_3(1) AND Speaker_Rating_3([0, 1]) AND Overall_Rating_1([0, 1]) AND Allowance_Rating_3(1)","Venue_Rating_2(1) AND Participant_Rating_3([0, 1])",0.008695652173913044,0.14285714285714285
"Objectives_Met_2(1) AND Schedule_Rating_3([0, 1]) AND Venue_Rating_3([0, 1])","Speaker_Rating_2(1) AND Participant_Rating_3(1) AND Venue_Rating_1([0, 1]) AND Participant_Rating_2(0)",0.02608695652173913,0.125
"Objectives_Met_1(0) AND Objectives_Met_3(0) AND Overall_Rating_1([0, 1]) AND Overall_Rating_3([0, 1]) AND Allowance_Rating_3([0, 1])","Allowance_Rating_2([0, 1]) AND Venue_Rating_3([0, 1]) AND Participant_Rating_2([0, 1]) AND Facilitator_Rating_2(1) AND Objectives_Met_2([0, 1]) AND Venue_Rating_1([0, 1]) AND Speaker_Rating_3(1)",0.02608695652173913,0.125
"Objectives_Met_1([0, 1]) AND Venue_Rating_3(1) AND Allowance_Rating_3([0, 1]) AND Schedule_Rating_2([0, 1])","Facilitator_Rating_2(1) AND Overall_Rating_2([0, 1]) AND Schedule_Rating_3(0) AND Speaker_Rating_3(1)",0.06956521739130435,0.08080808080808081
"Overall_Rating_1([0, 1])","Objectives_Met_3([0, 1]) AND Schedule_Rating_3([0, 1]) AND Speaker_Rating_3(0) AND Allowance_Rating_2([0, 1]) AND Objectives_Met_2([0, 1]) AND Participant_Rating_2([0, 1]) AND Schedule_Rating_2(0) AND Participant_Rating_1([0, 1])",0.06956521739130435,0.06956521739130435
"Venue_Rating_2([0, 1])","Facilitator_Rating_2(0) AND Speaker_Rating_2(1) AND Schedule_Rating_2([0, 1])",0.06956521739130435,0.06956521739130435
"Venue_Rating_3([0, 1]) AND Speaker_Rating_3([0, 1])","Participant_Rating_2([0, 1]) AND Objectives_Met_1(1) AND Participant_Rating_1([0, 1]) AND Participant_Rating_3(1)",0.06956521739130435,0.06956521739130435
"Allowance_Rating_3([0, 1]) AND Overall_Rating_2([0, 1]) AND Overall_Rating_3(1) AND Speaker_Rating_3(1) AND Objectives_Met_1([0, 1])","Allowance_Rating_2(1) AND Participant_Rating_2([0, 1]) AND Objectives_Met_2([0, 1])",0.06086956521739131,0.07777777777777778
"Objectives_Met_2([0, 1]) AND Schedule_Rating_3(1) AND Venue_Rating_1(0) AND Speaker_Rating_2(1) AND Venue_Rating_3(1)","Participant_Rating_2([0, 1]) AND Objectives_Met_1(1) AND Speaker_Rating_3([0, 1]) AND Participant_Rating_1([0, 1])",0.008695652173913044,0.125
"Objectives_Met_1([0, 1]) AND Venue_Rating_3(1) AND Objectives_Met_2(1) AND Venue_Rating_1([0, 1])","Facilitator_Rating_3(0) AND Schedule_Rating_3([0, 1]) AND Participant_Rating_1([0, 1]) AND Overall_Rating_2(0) AND Speaker_Rating_3([0, 1])",0.017391304347826087,0.1111111111111111
"Allowance_Rating_3([0, 1]) AND Overall_Rating_3([0, 1]) AND Overall_Rating_1([0, 1]) AND Speaker_Rating_2(0) AND Schedule_Rating_2([0, 1])","Overall_Rating_2([0, 1]) AND Participant_Rating_2(1) AND Objectives_Met_3([0, 1])",0.06086956521739131,0.0673076923076923
"Venue_Rating_3([0, 1]) AND Speaker_Rating_3(1) AND Participant_Rating_2([0, 1])","Objectives_Met_1(1) AND Participant_Rating_1([0, 1]) AND Objectives_Met_3([0, 1])",0.06086956521739131,0.0673076923076923
"Venue_Rating_3([0, 1]) AND Venue_Rating_2([0, 1]) AND Objectives_Met_3(1)","Participant_Rating_1(0) AND Speaker_Rating_2(1) AND Speaker_Rating_3([0, 1])",0.05217391304347826,0.07317073170731707
"Overall_Rating_2([0, 1]) AND Participant_Rating_1(0)","Objectives_Met_1([0, 1]) AND Participant_Rating_3(1) AND Venue_Rating_2([0, 1]) AND Venue_Rating_3(0) AND Objectives_Met_3([0, 1]) AND Schedule_Rating_2(0)",0.06086956521739131,0.0625
"Venue_Rating_3([0, 1]) AND Overall_Rating_3([0, 1]) AND Objectives_Met_1([0, 1]) AND Venue_Rating_1(0) AND Objectives_Met_2([0, 1]) AND Schedule_Rating_2([0, 1])",Participant_Rating_2(1),0.06086956521739131,0.061946902654867256
"Venue_Rating_3([0, 1]) AND Participant_Rating_1([0, 1]) AND Objectives_Met_1([0, 1]) AND Allowance_Rating_3([0, 1]) AND Venue_Rating_1([0, 1])","Overall_Rating_2([0, 1]) AND Facilitator_Rating_2([0, 1]) AND Speaker_Rating_3(1) AND Participant_Rating_2(1) AND Participant_Rating_3([0, 1])",0.06086956521739131,0.06086956521739131
"Venue_Rating_1([0, 1]) AND Speaker_Rating_2([0, 1])",Venue_Rating_2(1) AND Schedule_Rating_2(1),0.06086956521739131,0.06086956521739131
"Objectives_Met_1([0, 1]) AND Venue_Rating_1([0, 1])","Participant_Rating_1([0, 1]) AND Venue_Rating_2(1) AND Objectives_Met_3(1) AND Overall_Rating_3([0, 1])",0.06086956521739131,0.06086956521739131
"Venue_Rating_2([0, 1])","Objectives_Met_1([0, 1]) AND Objectives_Met_3([0, 1]) AND Overall_Rating_3([0, 1]) AND Venue_Rating_3([0, 1]) AND Schedule_Rating_2([0, 1]) AND Participant_Rating_2(1)",0.06086956521739131,0.06086956521739131
"Speaker_Rating_3([0, 1]) AND Participant_Rating_2([0, 1])","Allowance_Rating_2([0, 1]) AND Venue_Rating_2(1) AND Overall_Rating_3([0, 1]) AND Overall_Rating_2(0) AND Schedule_Rating_2(1) AND Participant_Rating_1([0, 1]) AND Objectives_Met_1([0, 1]) AND Venue_Rating_3([0, 1])",0.06086956521739131,0.06086956521739131
"Objectives_Met_3([0, 1]) AND Venue_Rating_3(1) AND Participant_Rating_1([0, 1]) AND Overall_Rating_2(1)","Allowance_Rating_3(0) AND Overall_Rating_3([0, 1]) AND Participant_Rating_2([0, 1]) AND Venue_Rating_2([0, 1])",0.008695652173913044,0.1111111111111111
"Overall_Rating_1([0, 1]) AND Objectives_Met_1([0, 1]) AND Overall_Rating_2(0) AND Overall_Rating_3([0, 1]) AND Speaker_Rating_3(1)","Allowance_Rating_3([0, 1]) AND Venue_Rating_1([0, 1]) AND Schedule_Rating_3([0, 1]) AND Participant_Rating_2(1) AND Objectives_Met_3([0, 1]) AND Speaker_Rating_2([0, 1])",0.05217391304347826,0.06521739130434782
"Venue_Rating_3([0, 1]) AND Venue_Rating_1([0, 1]) AND Participant_Rating_3(1)",Allowance_Rating_2(1) AND Schedule_Rating_2(0),0.05217391304347826,0.05714285714285714
"Objectives_Met_1([0, 1]) AND Schedule_Rating_3(1) AND Venue_Rating_1([0, 1]) AND Schedule_Rating_2([0, 1]) AND Participant_Rating_1([0, 1]) AND Participant_Rating_2([0, 1]) AND Objectives_Met_2([0, 1])","Overall_Rating_2(1) AND Speaker_Rating_3([0, 1])",0.043478260869565216,0.06578947368421052
"Overall_Rating_2([0, 1]) AND Objectives_Met_2(0) AND Participant_Rating_1(0) AND Venue_Rating_3(0)","Facilitator_Rating_3(0) AND Schedule_Rating_2(0) AND Allowance_Rating_3(1) AND Participant_Rating_2(1) AND Venue_Rating_2(1) AND Objectives_Met_1([0, 1]) AND Participant_Rating_3([0, 1])",0.008695652173913044,0.1
"Speaker_Rating_3(1) AND Overall_Rating_3([0, 1]) AND Allowance_Rating_2(1) AND Participant_Rating_1([0, 1]) AND Venue_Rating_3([0, 1]) AND Allowance_Rating_3([0, 1]) AND Participant_Rating_3([0, 1])","Overall_Rating_2(1) AND Overall_Rating_1(0) AND Participant_Rating_2([0, 1])",0.008695652173913044,0.1
"Objectives_Met_3(1) AND Overall_Rating_1([0, 1])","Venue_Rating_2(1) AND Schedule_Rating_2(1) AND Overall_Rating_3([0, 1]) AND Overall_Rating_2(0) AND Objectives_Met_2([0, 1])",0.043478260869565216,0.06097560975609756
"Participant_Rating_3([0, 1]) AND Allowance_Rating_2([0, 1]) AND Overall_Rating_1([0, 1])","Schedule_Rating_2([0, 1]) AND Participant_Rating_2(1) AND Objectives_Met_1(0) AND Schedule_Rating_3([0, 1]) AND Participant_Rating_1([0, 1])",0.05217391304347826,0.05217391304347826
"Objectives_Met_1([0, 1]) AND Allowance_Rating_3([0, 1]) AND Objectives_Met_3([0, 1]) AND Venue_Rating_3([0, 1]) AND Overall_Rating_2([0, 1])","Overall_Rating_1([0, 1]) AND Speaker_Rating_3([0, 1]) AND Schedule_Rating_3(1) AND Allowance_Rating_2(1) AND Venue_Rating_1([0, 1]) AND Participant_Rating_3(1) AND Participant_Rating_2([0, 1])",0.05217391304347826,0.05217391304347826
"Schedule_Rating_3(0) AND Objectives_Met_1([0, 1]) AND Venue_Rating_3([0, 1]) AND Overall_Rating_3([0, 1]) AND Venue_Rating_1([0, 1]) AND Schedule_Rating_2([0, 1]) AND Allowance_Rating_2([0, 1])",Overall_Rating_2(1) AND Objectives_Met_2(1),0.02608695652173913,0.07692307692307693
"Participant_Rating_1([0, 1]) AND Venue_Rating_3([0, 1]) AND Objectives_Met_1([0, 1]) AND Allowance_Rating_3([0, 1]) AND Objectives_Met_3([0, 1]) AND Objectives_Met_2(1)","Venue_Rating_1([0, 1]) AND Speaker_Rating_3([0, 1]) AND Overall_Rating_1([0, 1]) AND Allowance_Rating_2(1)",0.017391304347826087,0.08333333333333333
"Objectives_Met_1([0, 1]) AND Venue_Rating_1([0, 1]) AND Speaker_Rating_2([0, 1]) AND Objectives_Met_2([0, 1]) AND Schedule_Rating_2([0, 1]) AND Allowance_Rating_3(0)","Venue_Rating_3([0, 1]) AND Speaker_Rating_3(0)",0.008695652173913044,0.09090909090909091
"Allowance_Rating_3([0, 1]) AND Overall_Rating_3(1) AND Facilitator_Rating_2([0, 1]) AND Participant_Rating_3(1) AND Objectives_Met_2([0, 1])","Objectives_Met_3(0) AND Venue_Rating_1([0, 1]) AND Schedule_Rating_3([0, 1]) AND Speaker_Rating_2(1)",0.043478260869565216,0.05434782608695652
Overall_Rating_2(1),"Participant_Rating_1(0) AND Venue_Rating_1([0, 1]) AND Participant_Rating_2(1) AND Schedule_Rating_3([0, 1]) AND Objectives_Met_3([0, 1]) AND Venue_Rating_3([0, 1]) AND Schedule_Rating_2([0, 1])",0.008695652173913044,0.08333333333333333
"Objectives_Met_1(0) AND Objectives_Met_3([0, 1]) AND Overall_Rating_2(1) AND Allowance_Rating_3([0, 1]) AND Overall_Rating_1([0, 1])","Venue_Rating_3([0, 1]) AND Allowance_Rating_2(1) AND Participant_Rating_2([0, 1])",0.008695652173913044,0.08333333333333333
"Schedule_Rating_3(0) AND Venue_Rating_3([0, 1]) AND Objectives_Met_3(1) AND Speaker_Rating_3(1)","Venue_Rating_2([0, 1]) AND Allowance_Rating_2(1) AND Objectives_Met_1([0, 1]) AND Participant_Rating_1(0) AND Objectives_Met_2([0, 1])",0.017391304347826087,0.07407407407407407
"Objectives_Met_1([0, 1]) AND Participant_Rating_1([0, 1]) AND Schedule_Rating_2([0, 1]) AND Facilitator_Rating_2(0) AND Venue_Rating_3(1) AND Overall_Rating_2([0, 1])","Venue_Rating_1([0, 1]) AND Overall_Rating_3([0, 1]) AND Participant_Rating_2(1) AND Speaker_Rating_2([0, 1])",0.034782608695652174,0.05263157894736842
"Participant_Rating_1([0, 1])","Objectives_Met_1([0, 1]) AND Venue_Rating_3([0, 1]) AND Speaker_Rating_2([0, 1]) AND Objectives_Met_3(1) AND Facilitator_Rating_3(1) AND Participant_Rating_2(1) AND Overall_Rating_1(0) AND Participant_Rating_3(0) AND Venue_Rating_1([0, 1])",0.043478260869565216,0.043478260869565216
"Overall_Rating_3([0, 1])","Overall_Rating_2(0) AND Objectives_Met_1(0) AND Speaker_Rating_3(1) AND Participant_Rating_2(1) AND Objectives_Met_3([0, 1]) AND Venue_Rating_2([0, 1]) AND Venue_Rating_1([0, 1]) AND Venue_Rating_3([0, 1]) AND Schedule_Rating_2([0, 1])",0.043478260869565216,0.043478260869565216
"Objectives_Met_3([0, 1])","Speaker_Rating_2(0) AND Objectives_Met_2([0, 1]) AND Venue_Rating_1(0) AND Allowance_Rating_2(0) AND Speaker_Rating_3([0, 1]) AND Overall_Rating_3([0, 1]) AND Facilitator_Rating_3(1) AND Participant_Rating_2(1)",0.043478260869565216,0.043478260869565216
"Objectives_Met_1([0, 1]) AND Participant_Rating_3(1) AND Venue_Rating_3(1) AND Schedule_Rating_2(1)","Facilitator_Rating_2([0, 1]) AND Overall_Rating_3([0, 1]) AND Overall_Rating_1([0, 1]) AND Allowance_Rating_3(1) AND Venue_Rating_2(0) AND Speaker_Rating_2(1)",0.017391304347826087,0.06451612903225806
"Facilitator_Rating_2(0) AND Facilitator_Rating_3([0, 1])","Objectives_Met_1([0, 1]) AND Objectives_Met_2([0, 1]) AND Speaker_Rating_2([0, 1]) AND Schedule_Rating_3(1) AND Schedule_Rating_2([0, 1]) AND Overall_Rating_2(1)",0.034782608695652174,0.045454545454545456
"Venue_Rating_1([0, 1]) AND Overall_Rating_3([0, 1]) AND Schedule_Rating_2(1) AND Venue_Rating_2(0) AND Objectives_Met_2([0, 1])","Overall_Rating_1([0, 1]) AND Schedule_Rating_3(0) AND Facilitator_Rating_2(0) AND Overall_Rating_2([0, 1]) AND Speaker_Rating_2(1) AND Objectives_Met_3([0, 1])",0.017391304347826087,0.0625
Objectives_Met_3(0),"Speaker_Rating_3(1) AND Objectives_Met_1([0, 1]) AND Overall_Rating_3([0, 1]) AND Venue_Rating_3(1) AND Allowance_Rating_2(1) AND Overall_Rating_2([0, 1]) AND Participant_Rating_2([0, 1])",0.017391304347826087,0.06060606060606061
"Participant_Rating_1([0, 1]) AND Venue_Rating_1([0, 1]) AND Allowance_Rating_3(1) AND Speaker_Rating_2(0) AND Speaker_Rating_3(1)","Participant_Rating_3([0, 1]) AND Overall_Rating_2([0, 1]) AND Schedule_Rating_2(0) AND Participant_Rating_2(1)",0.034782608695652174,0.0425531914893617
"Objectives_Met_1([0, 1]) AND Venue_Rating_1([0, 1]) AND Venue_Rating_3(1) AND Overall_Rating_3([0, 1])","Schedule_Rating_2([0, 1]) AND Overall_Rating_2([0, 1]) AND Speaker_Rating_2([0, 1]) AND Participant_Rating_2(1)",0.034782608695652174,0.04040404040404041
"Speaker_Rating_2([0, 1]) AND Venue_Rating_1([0, 1]) AND Allowance_Rating_2(0)","Venue_Rating_3([0, 1]) AND Overall_Rating_3([0, 1]) AND Schedule_Rating_2(1) AND Overall_Rating_2(1) AND Venue_Rating_2(0) AND Speaker_Rating_3(1) AND Objectives_Met_3(1)",0.034782608695652174,0.038461538461538464
"Objectives_Met_3([0, 1]) AND Speaker_Rating_3(1) AND Overall_Rating_2([0, 1]) AND Participant_Rating_2([0, 1])","Overall_Rating_3([0, 1]) AND Venue_Rating_3(0) AND Facilitator_Rating_2(1) AND Overall_Rating_1([0, 1]) AND Allowance_Rating_2([0, 1])",0.034782608695652174,0.038461538461538464
"Venue_Rating_3([0, 1]) AND Allowance_Rating_3([0, 1])","Objectives_Met_1([0, 1]) AND Overall_Rating_1([0, 1]) AND Objectives_Met_3(0) AND Participant_Rating_2([0, 1]) AND Overall_Rating_2(1) AND Schedule_Rating_2([0, 1])",0.034782608695652174,0.034782608695652174
"Venue_Rating_1([0, 1]) AND Speaker_Rating_2([0, 1]) AND Participant_Rating_1([0, 1])","Allowance_Rating_3(0) AND Schedule_Rating_2(1) AND Speaker_Rating_3([0, 1])",0.034782608695652174,0.034782608695652174
"Objectives_Met_2([0, 1]) AND Speaker_Rating_2([0, 1]) AND Schedule_Rating_2(1) AND Facilitator_Rating_3([0, 1])",Participant_Rating_2(1),0.017391304347826087,0.05128205128205128
